0000000010000 //data 0: 1.0
0000000110000 //data 1: 3.0
0000000100000 //data 2: 2.0
0000000000000 //data 3: 0.0
0000000000000 //data 4: 0.0
0000000000000 //data 5: 0.0
0000000000000 //data 6: 0.0
0000000000000 //data 7: 0.0
0000000000000 //data 8: 0.0
0000000000000 //data 9: 0.0
0001101010000 //data 10: 53.0
0001000100000 //data 11: 34.0
0000000000000 //data 12: 0.0
0001011010000 //data 13: 45.0
0000011110000 //data 14: 15.0
0000111110000 //data 15: 31.0
0000000000000 //data 16: 0.0
0000001010000 //data 17: 5.0
0000000000000 //data 18: 0.0
0000000000000 //data 19: 0.0
0000000000000 //data 20: 0.0
0000000010000 //data 21: 1.0
0000000010000 //data 22: 1.0
0000000000000 //data 23: 0.0
0000000000000 //data 24: 0.0
0000000000000 //data 25: 0.0
0000000000000 //data 26: 0.0
0000000000000 //data 27: 0.0
0000000000000 //data 28: 0.0
0000001000000 //data 29: 4.0
0000000100000 //data 30: 2.0
0000000010000 //data 31: 1.0
0000000000000 //data 64: 0.0
0000000100000 //data 65: 2.0
0000000010000 //data 66: 1.0
0000000000000 //data 67: 0.0
0000000000000 //data 68: 0.0
0000001000000 //data 69: 4.0
0000011110000 //data 70: 15.0
0000000000000 //data 71: 0.0
0001010000000 //data 72: 40.0
0000111100000 //data 73: 30.0
0000101100000 //data 74: 22.0
0000110100000 //data 75: 26.0
0000001110000 //data 76: 7.0
0000101000000 //data 77: 20.0
0000110010000 //data 78: 25.0
0000010010000 //data 79: 9.0
0001000100000 //data 80: 34.0
0000011010000 //data 81: 13.0
0000110010000 //data 82: 25.0
0000000000000 //data 83: 0.0
0000000000000 //data 84: 0.0
0000000110000 //data 85: 3.0
0000000010000 //data 86: 1.0
0000000100000 //data 87: 2.0
0000000010000 //data 88: 1.0
0000000010000 //data 89: 1.0
0000001000000 //data 90: 4.0
0000000000000 //data 91: 0.0
0000000000000 //data 92: 0.0
0000000000000 //data 93: 0.0
0000000010000 //data 94: 1.0
